time|position|velocity|acceleration|rotation|rotational velocity|sun|charge
1083|-6843522.175682879,1039102.7679037622,2308079.106026132|-1283.246238549281,-6955.118148526474,1106.337653425832|0,0,0|0,0,0|0,0,0|-0.9999999767093602,-0.00021582670482245492,0|9.887972222222283
1084|-6844659.302735716,1032924.1723067996,2309060.9225031254|-1277.0088801474326,-6956.0623189425205,1104.2337393984624|0,0,0|0,0,0|0,0,0|-0.9999999766663689,-0.00021602580694557916,0|9.887833333333393
1085|-6845789.780688347,1026750.8098322302,2310039.908394762|-1270.7778948964176,-6956.99974661264,1102.131430785533|0,0,0|0,0,0|0,0,0|-0.9999999766233378,-0.00021622490906869483,0|9.887694444444504
1086|-6846925.807243606,1020515.6619796688,2311026.665331562|-1264.4856521739107,-6957.940531431111,1100.0079022421235|0,0,0|0,0,0|0,0,0|-0.9999999765802672,-0.0002164240111918019,0|9.887555555555615
1087|-6848055.076985711,1014285.8568398065,2312010.54349088|-1258.1999081767192,-6958.874467953213,1097.8860133180465|0,0,0|0,0,0|0,0,0|-0.9999999765371568,-0.0002166231133149004,0|9.887416666666727
1088|-6849165.574280433,1008128.2933025246,2312981.016519336|-1251.9881403280172,-6959.791644426434,1095.7885532216765|0,0,0|0,0,0|0,0,0|-0.9999999764940067,-0.00021682221543799032,0|9.887277777777838
1089|-6850269.495892579,1001975.9534125926,2313948.6856663153|-1245.7827187272949,-6960.70215975632,1093.6926967687195|0,0,0|0,0,0|0,0,0|-0.9999999764508171,-0.00021702131756107164,0|9.887138888888948
1090|-6851366.859947363,995828.8347542125,2314913.5575316413|-1239.5836366610026,-6961.606034070104,1091.5984434949391|0,0,0|0,0,0|0,0,0|-0.9999999764075878,-0.00021722041968414435,0|9.887000000000059
1091|-6852457.684518489,989686.9348881126,2315875.6386992405|-1233.390887406235,-6962.503287430446,1089.5057929267264|0,0,0|0,0,0|0,0,0|-0.9999999763643188,-0.00021741952180720847,0|9.886861111111171
1092|-6853541.987628279,983550.2513517179,2316834.935737169|-1227.2044642308763,-6963.393939835629,1087.4147445811698|0,0,0|0,0,0|0,0,0|-0.9999999763210102,-0.00021761862393026397,0|9.886722222222282
1093|-6854619.787247784,977418.7816593454,2317791.455197635|-1221.0243603937595,-6964.278011219754,1085.3252979661302|0,0,0|0,0,0|0,0,0|-0.999999976277662,-0.00021781772605331082,0|9.886583333333393
1094|-6855691.101296926,971292.523302363,2318745.203617033|-1214.8505691447804,-6965.155521452942,1083.2374525802982|0,0,0|0,0,0|0,0,0|-0.9999999762342742,-0.00021801682817634903,0|9.886444444444503
1095|-6856755.9476446165,965171.4737493666,2319696.187515971|-1208.683083725048,-6966.026490341523,1081.1512079132676|0,0,0|0,0,0|0,0,0|-0.9999999761908467,-0.0002182159302993786,0|9.886305555555616
1096|-6857814.3441088805,959055.6304463733,2320644.4133992903|-1202.5218973670408,-6966.89093762824,1079.0665634456068|0,0,0|0,0,0|0,0,0|-0.9999999761473796,-0.00021841503242239955,0|9.886166666666726
1097|-6858866.308456985,952944.990816958,2321589.8877561046|-1196.3670032947005,-6967.74888299244,1076.9835186489108|0,0,0|0,0,0|0,0,0|-0.9999999761038728,-0.00021861413454541182,0|9.886027777777837
1098|-6859911.858405568,946839.5522624594,2322532.617059821|-1190.2183947236158,-6968.600346050267,1074.9020729858846|0,0,0|0,0,0|0,0,0|-0.9999999760603264,-0.00021881323666841544,0|9.88588888888895
1099|-6860951.011620751,940739.3121621369,2323472.607768167|-1184.0760648611279,-6969.445346354862,1072.8222259103984|0,0,0|0,0,0|0,0,0|-0.9999999760167404,-0.00021901233879141038,0|9.88575000000006
1100|-6861983.785718275,934644.2678733424,2324409.8663232224|-1177.940006906475,-6970.283903396547,1070.743976867556|0,0,0|0,0,0|0,0,0|-0.9999999759731147,-0.00021921144091439663,0|9.88561111111117
1101|-6863010.1982636275,928554.4167316786,2325344.3991514463|-1171.8102140509188,-6971.116036603036,1068.667325293759|0,0,0|0,0,0|0,0,0|-0.9999999759294494,-0.00021941054303737417,0|9.885416666666726
1102|-6864030.266772151,922469.7560511976,2326276.212663701|-1165.6866794778937,-6971.941765339607,1066.5922706167753|0,0,0|0,0,0|0,0,0|-0.9999999758857445,-0.00021960964516034304,0|9.885222222222284
1103|-6865044.008709191,916390.2831245281,2327205.3132552877|-1159.5693963631163,-6972.761108909308,1064.5188122557981|0,0,0|0,0,0|0,0,0|-0.9999999758419998,-0.0002198087472833032,0|9.88502777777784
1104|-6866051.441490199,910315.995223063,2328131.7073059683|-1153.4583578747206,-6973.574086553146,1062.4469496215092|0,0,0|0,0,0|0,0,0|-0.9999999757982155,-0.00022000784940625465,0|9.884833333333397
1105|-6867052.58248087,904246.8895971396,2329055.401179993|-1147.353557173417,-6974.380717450281,1060.3766821161555|0,0,0|0,0,0|0,0,0|-0.9999999757543916,-0.0002202069515291974,0|9.884638888888952
1106|-6868036.668898941,898248.8478830364,2329966.404814717|-1141.321242743018,-6975.172355717163,1058.3304861399813|0,0,0|0,0,0|0,0,0|-0.999999975710528,-0.0002204060536521314,0|9.88444444444451
1107|-6869025.34612808,892190.0422221629,2330884.7465442005|-1135.228829452579,-6975.966418881142,1056.2633897439946|0,0,0|0,0,0|0,0,0|-0.9999999756666248,-0.00022060515577505666,0|9.884250000000065
1108|-6869997.138000301,886202.1830350866,2331790.4685881897|-1129.208754368837,-6976.7456632509475,1054.220329198294|0,0,0|0,0,0|0,0,0|-0.999999975622682,-0.00022080425789797317,0|9.884055555555621
1109|-6870973.4195922455,880153.666214599,2332703.483171455|-1123.1287013436613,-6977.527233839987,1052.1564014482292|0,0,0|0,0,0|0,0,0|-0.9999999755786995,-0.00022100336002088092,0|9.883861111111178
1110|-6871943.495108631,874110.317673163,2333613.8290311643|-1117.054851951335,-6978.302552247402,1050.0940657278122|0,0,0|0,0,0|0,0,0|-0.9999999755346773,-0.0002212024621437799,0|9.883666666666734
1111|-6872907.381620255,868072.1345385294,2334521.512439439|-1110.987199310683,-6979.071637286567,1048.0333213901058|0,0,0|0,0,0|0,0,0|-0.9999999754906156,-0.00022140156426667015,0|9.883527777777847
1112|-6873865.096149023,862039.1139185154,2335426.5396530926|-1104.9257365339702,-6979.834507710327,1045.9741677801642|0,0,0|0,0,0|0,0,0|-0.9999999754465142,-0.0002216006663895516,0|9.883388888888957
1113|-6874816.65566806,856011.2529011378,2336328.9169136523|-1098.8704567270015,-6980.591182211191,1043.9166042350878|0,0,0|0,0,0|0,0,0|-0.9999999754023732,-0.00022179976851242428,0|9.883250000000068
1114|-6875762.077101842,849988.548554807,2337228.6504473896|-1092.8213529892794,-6981.341679421516,1041.8606300840936|0,0,0|0,0,0|0,0,0|-0.9999999753581925,-0.00022199887063528815,0|9.883111111111178
1115|-6876701.3773263255,843970.9979284415,2338125.746465354|-1086.7784184140796,-6982.086017913699,1039.8062446485615|0,0,0|0,0,0|0,0,0|-0.9999999753139722,-0.0002221979727581432,0|9.88297222222229
1116|-6877634.573169048,837958.5980516546,2339020.211163391|-1080.7416460886104,-6982.824216200347,1037.7534472421062|0,0,0|0,0,0|0,0,0|-0.9999999752697123,-0.00022239707488098948,0|9.882833333333402
1117|-6878561.681409277,831951.345934906,2339912.05072218|-1074.711029094119,-6983.556292734488,1035.7022371706337|0,0,0|0,0,0|0,0,0|-0.9999999752254127,-0.00022259617700382691,0|9.882694444444512
1118|-6879472.740078096,826014.451221168,2340791.619923022|-1068.7520108328624,-6984.274407641441,1033.6748837212683|0,0,0|0,0,0|0,0,0|-0.9999999751810735,-0.00022279527912665554,0|9.882555555555623
1119|-6880377.875279014,820082.5870946944,2341668.632727087|-1062.7990013366295,-6984.986568893544,1031.6490819141575|0,0,0|0,0,0|0,0,0|-0.9999999751366947,-0.00022299438124947534,0|9.882416666666735
1120|-6881286.951980959,814090.6484535758,2342552.6904029376|-1056.7866754788408,-6985.700521987093,1029.6025951534768|0,0,0|0,0,0|0,0,0|-0.9999999750922761,-0.0002231934833722863,0|9.882277777777846
1121|-6882190.007356998,808103.8454925669,2343434.147378242|-1050.7804773706498,-6986.408426152619,1027.5576928912844|0,0,0|0,0,0|0,0,0|-0.9999999750478179,-0.00022339258549508838,0|9.882138888888957
1122|-6883087.057947855,802122.1751290078,2344313.009758589|-1044.7804000653475,-6987.1102995492265,1025.5143743959704|0,0,0|0,0,0|0,0,0|-0.99999997500332,-0.00022359168761788164,0|9.882000000000067
1123|-6883978.120246699,796145.63426197,2345189.283634567|-1038.7864366109466,-6987.806160277537,1023.4726389285588|0,0,0|0,0,0|0,0,0|-0.9999999749587826,-0.00022379078974066603,0|9.88186111111118
1124|-6884863.210699266,790174.2197724427,2346062.9750817944|-1032.798580050321,-6988.496026379855,1021.432485742774|0,0,0|0,0,0|0,0,0|-0.9999999749142054,-0.00022398989186344156,0|9.88172222222229
1125|-6885742.3457039865,784207.9285234294,2346934.09016095|-1026.8168234212749,-6989.179915840365,1019.3939140850828|0,0,0|0,0,0|0,0,0|-0.9999999748695887,-0.0002241889939862082,0|9.8815833333334
1126|-6886606.082220927,778311.525186074,2347793.2080097166|-1020.9060798934577,-6989.8505097414345,1017.3790559050794|0,0,0|0,0,0|0,0,0|-0.9999999748249323,-0.00022438809610896595,0|9.881444444444512
1127|-6887464.02382897,772420.1281631598,2348649.8169455286|-1015.0012908472104,-6990.51529105274,1015.3657435716651|0,0,0|0,0,0|0,0,0|-0.9999999747802363,-0.00022458719823171478,0|9.881305555555624
1128|-6888325.518639842,766469.0765025725,2349513.2946863775|-1009.0376601127293,-6991.181486487042,1013.3318775827543|0,0,0|0,0,0|0,0,0|-0.9999999747355006,-0.00022478630035445473,0|9.881166666666735
1129|-6889181.122774001,760523.1354278331,2350374.22002273|-1003.0801015646821,-6991.8417762532845,1011.2995900535248|0,0,0|0,0,0|0,0,0|-0.9999999746907253,-0.00022498540247718575,0|9.881027777777845
1130|-6890030.852396163,754582.3017147363,2351232.598941314|-997.1286082174145,-6992.49617804898,1009.26888019519|0,0,0|0,0,0|0,0,0|-0.9999999746459104,-0.00022518450459990786,0|9.880888888888958
1131|-6890874.723624443,748646.5721219694,2352088.437414087|-991.1831730808744,-6993.144709514584,1007.2397472120442|0,0,0|0,0,0|0,0,0|-0.9999999746010558,-0.00022538360672262104,0|9.880750000000068
1132|-6891694.596521348,742844.8158869063,2352923.218219866|-985.372841907317,-6993.773479068027,1005.2562508725177|0,0,0|0,0,0|0,0,0|-0.9999999745561616,-0.00022558270884532531,0|9.880611111111179
1133|-6892526.92561904,736919.1739610799,2353774.0485632718|-979.4393708834716,-6994.410449234161,1003.2302349890396|0,0,0|0,0,0|0,0,0|-0.9999999745112278,-0.00022578181096802064,0|9.88047222222229
1134|-6893353.4440520145,730998.6264022833,2354622.3561597103|-973.5119372272072,-6995.04160127189,1001.2057935704872|0,0,0|0,0,0|0,0,0|-0.9999999744662543,-0.000225980913090707,0|9.880333333333402
1135|-6894174.167754247,725083.1699026229,2355468.146922672|-967.5905339320605,-6995.66695259649,999.1829257941719|0,0,0|0,0,0|0,0,0|-0.9999999744212412,-0.0002261800152133844,0|9.880194444444513
1136|-6894989.112613717,719172.8011378103,2356311.426751023|-961.6751539877034,-6996.2865205670705,997.1616308307551|0,0,0|0,0,0|0,0,0|-0.9999999743761884,-0.00022637911733605284,0|9.880055555555623
1137|-6895780.764731263,713395.838474252,2357133.950412163|-955.8941908821553,-6996.887040157709,995.1857981563825|0,0,0|0,0,0|0,0,0|-0.9999999743310959,-0.0002265782194587123,0|9.879916666666734
1138|-6896584.324157366,707495.5247198446,2357972.2802772396|-949.9907060307005,-6997.495218064804,993.1676121583116|0,0,0|0,0,0|0,0,0|-0.9999999742859638,-0.0002267773215813628,0|9.879777777777846
1139|-6897382.151787977,701600.2887039331,2358808.1166897123|-944.093223629541,-6998.0976639868595,991.1509964642715|0,0,0|0,0,0|0,0,0|-0.999999974240792,-0.0002269764237040043,0|9.879638888888957
1140|-6898174.263329297,695710.1270383729,2359641.465490554|-938.2017366539756,-6998.6943950613,989.1359502189875|0,0,0|0,0,0|0,0,0|-0.9999999741955806,-0.0002271755258266368,0|9.879500000000068
1141|-6898960.674442122,689825.036319311,2360472.3325062543|-932.3162380759359,-6999.285428370262,987.1224725607926|0,0,0|0,0,0|0,0,0|-0.9999999741503296,-0.00022737462794926027,0|9.879361111111178
1142|-6899724.48877,684072.7858581168,2361282.7413349412|-926.5644729034927,-6999.858116170607,985.15428313041|0,0,0|0,0,0|0,0,0|-0.9999999741050389,-0.00022757373007187474,0|9.87922222222229
1143|-6900499.668906386,678197.7167059728,2362108.715839977|-920.6908002213975,-7000.43792792,983.1439059835857|0,0,0|0,0,0|0,0,0|-0.9999999740597086,-0.00022777283219448018,0|9.879083333333401
1144|-6901269.194988438,672327.7082710043,2362932.2258271817|-914.8230949864792,-7001.012092453136,981.1350948202324|0,0,0|0,0,0|0,0,0|-0.9999999740143387,-0.0002279719343170766,0|9.878944444444512
1145|-6902033.082497515,666462.7570881639,2363753.277065725|-908.9613501582714,-7001.580626633913,979.1278487537662|0,0,0|0,0,0|0,0,0|-0.9999999739689291,-0.000228171036439664,0|9.878805555555623
1146|-6902774.922546396,660730.1950378537,2364554.1057394976|-903.2327952535509,-7002.131369439374,977.165752044761|0,0,0|0,0,0|0,0,0|-0.99999997392348,-0.00022837013856224234,0|9.878666666666735
1147|-6903527.700918621,654875.2381527105,2365370.309871133|-897.3828209131316,-7002.688814781111,975.1615995125129|0,0,0|0,0,0|0,0,0|-0.9999999738779911,-0.00022856924068481165,0|9.878527777777846
1148|-6904274.886560397,649025.328111233,2366184.072351386|-891.5387859944076,-7003.240679673817,973.1590094005015|0,0,0|0,0,0|0,0,0|-0.9999999738324626,-0.00022876834280737186,0|9.878388888888956
1149|-6905016.494775509,643180.4613892864,2366995.398892564|-885.7006834460499,-7003.786980765883,971.1579807980216|0,0,0|0,0,0|0,0,0|-0.9999999737868945,-0.00022896744492992302,0|9.878250000000067
1150|-6905736.598859622,637467.5336432983,2367786.7362921075|-879.9952297197522,-7004.316038001545,969.201962896533|0,0,0|0,0,0|0,0,0|-0.9999999737412868,-0.0002291665470524651,0|9.87811111111118
1151|-6906467.218379939,631632.6334845941,2368593.2606826336|-874.1688421654014,-7004.851381279007,967.2040206612402|0,0,0|0,0,0|0,0,0|-0.9999999736956394,-0.00022936564917499808,0|9.87797222222229
1152|-6907192.30579001,625802.7660639563,2369397.366062698|-868.3483659662409,-7005.381210021327,965.20763718814|0,0,0|0,0,0|0,0,0|-0.9999999736499524,-0.000229564751297522,0|9.8778333333334
1153|-6907896.291940228,620104.5012677226,2370181.6556229647|-862.6601350661404,-7005.894200519657,963.2561607598305|0,0,0|0,0,0|0,0,0|-0.9999999736042257,-0.0002297638534200368,0|9.877694444444513
1154|-6908610.4799165,614284.579352461,2370980.9922174118|-856.8513322674187,-7006.413168439271,961.2628581678118|0,0,0|0,0,0|0,0,0|-0.9999999735584593,-0.00022996295554254253,0|9.877555555555624
1155|-6909319.180708681,608469.6794681982,2371777.926604638|-851.0484197889641,-7006.926670616978,959.271111539216|0,0,0|0,0,0|0,0,0|-0.9999999735126532,-0.0002301620576650391,0|9.877416666666734
1156|-6910014.794888831,602722.9219133151,2372563.840981673|-845.3143701496983,-7007.429230255519,957.3025440846706|0,0,0|0,0,0|0,0,0|-0.9999999734668076,-0.00023036115978752655,0|9.877277777777845
1157|-6910705.069668769,596981.0707449042,2373347.4160016035|-839.5860697214646,-7007.926473955347,955.3354970958462|0,0,0|0,0,0|0,0,0|-0.9999999734209223,-0.00023056026191000488,0|9.877138888888958
1158|-6911397.516874,591181.1062645644,2374137.2291924013|-833.800658281175,-7008.423793955866,953.3483788762095|0,0,0|0,0,0|0,0,0|-0.9999999733749974,-0.00023075936403247406,0|9.877000000000068
1159|-6912084.536302481,585386.1493228339,2374924.662426932|-828.021109036724,-7008.915712661786,951.3628128034323|0,0,0|0,0,0|0,0,0|-0.9999999733290328,-0.00023095846615493412,0|9.876861111111179
1160|-6912751.3827009415,579722.011607032,2375692.6799758417|-822.3728677944925,-7009.391726478262,949.4219121759014|0,0,0|0,0,0|0,0,0|-0.9999999732830286,-0.000231157568277385,0|9.87672222222229
1161|-6913427.708203044,573936.9500403279,2376475.421397039|-816.6048946627527,-7009.8730073044635,947.4394137827003|0,0,0|0,0,0|0,0,0|-0.9999999732369848,-0.00023135667039982674,0|9.876583333333402
1162|-6914098.649954889,568156.8850245015,2377255.7993753576|-810.8427626549849,-7010.348934543413,945.4584646223075|0,0,0|0,0,0|0,0,0|-0.9999999731909013,-0.00023155577252225929,0|9.876444444444513
1163|-6914749.810669755,562507.3048276829,2378016.930982306|-805.2115396200304,-7010.809350548387,943.5220777043924|0,0,0|0,0,0|0,0,0|-0.9999999731447782,-0.00023175487464468264,0|9.876305555555623
1164|-6915410.145214477,556737.1133360083,2378792.6496934337|-799.4609420269624,-7011.27473383161,941.5441904117469|0,0,0|0,0,0|0,0,0|-0.9999999730986154,-0.00023195397676709683,0|9.876166666666734
1165|-6916058.048805412,551034.5457887696,2379557.6277361126|-793.778576446665,-7011.729838410049,939.5893230494237|0,0,0|0,0,0|0,0,0|-0.9999999730524131,-0.00023215307888950184,0|9.876027777777846
1166|-6916700.741851376,545336.8522676101,2380320.314771525|-788.101898218343,-7012.17976663413,937.6359675543262|0,0,0|0,0,0|0,0,0|-0.999999973006171,-0.00023235218101189762,0|9.875888888888957
1167|-6917345.215055392,539581.497673407,2381089.059467097|-782.3686133604876,-7012.629392647112,935.6626824965666|0,0,0|0,0,0|0,0,0|-0.9999999729598894,-0.0002325512831342842,0|9.875750000000068
1168|-6917970.552507687,533956.0727160727,2381838.8369526127|-776.7655764002457,-7013.064154794897,933.7337882519453|0,0,0|0,0,0|0,0,0|-0.9999999729135681,-0.00023275038525666155,0|9.875611111111178
1169|-6918604.561168166,528210.5547872039,2382602.9760091705|-771.0437565161515,-7013.503391170327,931.7635551858506|0,0,0|0,0,0|0,0,0|-0.9999999728672072,-0.00023294948737902967,0|9.87547222222229
1170|-6919233.301528028,522470.0035831495,2383364.7950209654|-765.3277215629814,-7013.937398840018,929.7948633610148|0,0,0|0,0,0|0,0,0|-0.9999999728208065,-0.00023314858950138857,0|9.875333333333401
1171|-6919843.289661972,516859.04924693704,2384107.8130058493|-759.7415390912781,-7014.3569270218195,927.8704595428302|0,0,0|0,0,0|0,0,0|-0.9999999727743663,-0.00023334769162373822,0|9.875194444444512
1172|-6920461.650215278,511128.3122737063,2384865.0582828484|-754.0369273658937,-7014.780636596303,925.904813656611|0,0,0|0,0,0|0,0,0|-0.9999999727278863,-0.00023354679374607863,0|9.875055555555624
1173|-6921068.148647333,505464.74076402094,2385611.8060648697|-748.3999925057078,-7015.1946421165585,923.9620466619317|0,0,0|0,0,0|0,0,0|-0.9999999726813668,-0.00023374589586840978,0|9.874916666666735
1174|-6921669.548188887,499806.0137217408,2386356.3048782903|-742.768689992763,-7015.6035919047135,922.0207835594696|0,0,0|0,0,0|0,0,0|-0.9999999726348076,-0.00023394499799073168,0|9.874777777777846
1175|-6922272.387287149,494090.0236679816,2387106.704108886|-737.0812235645715,-7016.011911393619,920.0597156319318|0,0,0|0,0,0|0,0,0|-0.9999999725882087,-0.00023414410011304428,0|9.874638888888956
1176|-6922857.105513751,488503.0780850183,2387838.576313826|-731.5229545713516,-7016.406383518929,918.1427649651395|0,0,0|0,0,0|0,0,0|-0.9999999725415702,-0.00023434320223534758,0|9.874500000000069
1177|-6923449.704204972,482796.86446728813,2388584.4543784303|-725.8468418750688,-7016.804555316952,916.184732712127|0,0,0|0,0,0|0,0,0|-0.9999999724948921,-0.00023454230435764162,0|9.87436111111118
1178|-6924024.431620759,477219.47534555686,2389311.9138896475|-720.2996662245573,-7017.1891294343095,914.270749696023|0,0,0|0,0,0|0,0,0|-0.9999999724481744,-0.00023474140647992636,0|9.87422222222229
1179|-6924606.844981472,471523.0229241103,2390053.2915870426|-714.6348795189888,-7017.577212900417,912.3157489563716|0,0,0|0,0,0|0,0,0|-0.999999972401417,-0.0002349405086022018,0|9.8740833333334
1180|-6925184.130569762,465831.4989075167,2390792.4022547584|-708.9758074835222,-7017.960219236256,910.3622790352819|0,0,0|0,0,0|0,0,0|-0.99999997235462,-0.00023513961072446792,0|9.873944444444513
1181|-6925743.918099392,460268.4687621158,2391513.256725914|-703.4452816162257,-7018.3300010066905,908.4527560793107|0,0,0|0,0,0|0,0,0|-0.9999999723077834,-0.0002353387128467247,0|9.873805555555624
1182|-6926311.100676324,454586.68283693213,2392247.8981437543|-697.7974938067935,-7018.703007660971,906.5023113395257|0,0,0|0,0,0|0,0,0|-0.9999999722609071,-0.00023553781496897215,0|9.873666666666734
1183|-6926861.031415895,449033.17153744516,2392964.3905820837|-692.2779932874973,-7019.0630357520395,904.5957457255657|0,0,0|0,0,0|0,0,0|-0.9999999722139912,-0.00023573691709121027,0|9.873527777777845
1184|-6927418.165265693,443361.1082517514,2393694.5832902677|-686.641461963944,-7019.426101138368,902.6483219172309|0,0,0|0,0,0|0,0,0|-0.9999999721670356,-0.00023593601921343904,0|9.873388888888957
1185|-6927958.292165907,437817.1006419356,2394406.7337393113|-681.132959656559,-7019.776432511019,900.7447094709546|0,0,0|0,0,0|0,0,0|-0.9999999721200404,-0.00023613512133565848,0|9.873250000000068
1186|-6928505.431259532,432154.744461969,2395132.4981756327|-675.5076570810977,-7020.129614669864,898.8003023098978|0,0,0|0,0,0|0,0,0|-0.9999999720730055,-0.00023633422345786855,0|9.873111111111179
1187|-6929035.806965448,426620.2253062951,2395840.3265789463|-670.0101258523798,-7020.470305921159,896.8996388236986|0,0,0|0,0,0|0,0,0|-0.9999999720259309,-0.00023653332558006926,0|9.87297222222229
1188|-6929573.004962268,420967.560618032,2396561.683079214|-664.3960242906671,-7020.8136625221905,894.9582439920285|0,0,0|0,0,0|0,0,0|-0.9999999719788167,-0.0002367324277022606,0|9.872833333333402
1189|-6930099.440256653,415381.15149242454,2397273.0143201253|-658.8485052862397,-7021.148422327278,893.0394476344007|0,0,0|0,0,0|0,0,0|-0.9999999719316629,-0.00023693152982444252,0|9.872694444444512
1190|-6930620.992064424,409799.525713993,2397982.1780792777|-653.3065087335083,-7021.47835823206,891.1221383723238|0,0,0|0,0,0|0,0,0|-0.9999999718844694,-0.00023713063194661507,0|9.872555555555623
1191|-6931137.673501514,404222.6793830644,2398689.179335175|-647.7700277767412,-7021.803484315315,889.2063151217952|0,0,0|0,0,0|0,0,0|-0.9999999718372363,-0.00023732973406877822,0|9.872416666666735
1192|-6931649.497645897,398650.6085905682,2399394.023053861|-642.2390555609936,-7022.123814610765,887.2919767948451|0,0,0|0,0,0|0,0,0|-0.9999999717899636,-0.00023752883619093196,0|9.872277777777846
1193|-6932156.477537692,393083.3094181353,2400096.7141889487|-636.7135852321626,-7022.4393631072335,885.3791222995695|0,0,0|0,0,0|0,0,0|-0.9999999717426512,-0.0002377279383130763,0|9.872138888888957
1194|-6932658.626179262,387520.77793819713,2400797.2576816413|-631.1936099370732,-7022.750143748773,883.467750540173|0,0,0|0,0,0|0,0,0|-0.9999999716952992,-0.0002379270404352112,0|9.872000000000067
1195|-6933155.956535321,381963.0102140722,2401495.658460766|-625.6791228235131,-7023.05617043481,881.5578604169955|0,0,0|0,0,0|0,0,0|-0.9999999716479075,-0.00023812614255733667,0|9.87186111111118
1196|-6933648.481533036,376410.00230006175,2402191.9214427983|-620.1701170403151,-7023.357457020288,879.6494508265531|0,0,0|0,0,0|0,0,0|-0.9999999716004763,-0.00023832524467945268,0|9.87172222222229
1197|-6934136.214062118,370861.7502415476,2402886.051531887|-614.6665857374123,-7023.654017315811,877.7425206615724|0,0,0|0,0,0|0,0,0|-0.9999999715530054,-0.00023852434680155925,0|9.871583333333401
1198|-6934619.1669749385,365318.250075066,2403578.053619885|-609.1685220658965,-7023.945865087782,875.837068811023|0,0,0|0,0,0|0,0,0|-0.9999999715054948,-0.00023872344892365637,0|9.871444444444512
1199|-6935092.124151509,359840.33745126333,2404260.363018591|-603.736247801653,-7024.229884059902,873.9540089352516|0,0,0|0,0,0|0,0,0|-0.9999999714579446,-0.00023892255104574403,0|9.871305555555624
1200|-6935570.785175138,354245.48952076095,2404955.6932986868|-598.1887702275617,-7024.515477906505,872.0305955905267|0,0,0|0,0,0|0,0,0|-0.9999999714103548,-0.00023912165316782223,0|9.871166666666735
1201|-6936034.351251935,348776.9566103346,2405633.817493108|-592.7672772757041,-7024.790242939473,870.1504543383345|0,0,0|0,0,0|0,0,0|-0.9999999713627253,-0.00023932075528989094,0|9.87097222222229
1202|-6936503.438209493,343191.68875627895,2406324.879369091|-587.2308067595643,-7025.066404728969,868.2300222030183|0,0,0|0,0,0|0,0,0|-0.9999999713150562,-0.00023951985741195016,0|9.870777777777848
1203|-6936957.663444959,337732.5197436919,2406998.837518362|-581.8200680462949,-7025.331969590444,866.3527951211619|0,0,0|0,0,0|0,0,0|-0.9999999712673474,-0.00023971895953399987,0|9.870583333333403
1204|-6937417.227562757,332156.81576519134,2407685.6505259397|-576.2945769185662,-7025.598754109401,864.4353396285504|0,0,0|0,0,0|0,0,0|-0.9999999712195989,-0.0002399180616560401,0|9.87038888888896
1205|-6937862.161924228,326706.994768935,2408355.4616930657|-570.8945653818714,-7025.855172223377,862.5610222355548|0,0,0|0,0,0|0,0,0|-0.9999999711718108,-0.0002401171637780708,0|9.870194444444516
1206|-6938312.2541318005,321140.83839836484,2409038.045269895|-565.38002598553,-7026.112633908175,860.6465387903555|0,0,0|0,0,0|0,0,0|-0.9999999711239831,-0.000240316265900092,0|9.870000000000072
1207|-6938747.947297079,315700.34947233135,2409703.728422177|-559.9907145760735,-7026.359958357156,858.7751265770339|0,0,0|0,0,0|0,0,0|-0.9999999710761157,-0.0002405153680221037,0|9.86980555555563
1208|-6939179.0889084935,310264.469394414,2410367.3772279513|-554.6066844471909,-7026.602805449571,856.9051493164161|0,0,0|0,0,0|0,0,0|-0.9999999710282087,-0.00024071447014410583,0|9.869611111111185
1209|-6939615.119587725,304712.5515116181,2411043.6759177526|-549.108460949572,-7026.846434823385,854.9950989858797|0,0,0|0,0,0|0,0,0|-0.999999970980262,-0.00024091357226609843,0|9.869416666666742
1210|-6940037.093710413,299285.9795549705,2411703.2248779368|-543.7350905481637,-7027.08026695107,853.1280201154177|0,0,0|0,0,0|0,0,0|-0.9999999709322758,-0.00024111267438808146,0|9.869222222222298
1211|-6940463.778240439,293743.5684187568,2412375.3421998094|-538.2477498518599,-7027.314707770749,851.2209302481732|0,0,0|0,0,0|0,0,0|-0.9999999708842499,-0.00024131177651005495,0|9.869083333333409
1212|-6940876.633836807,288326.2884821214,2413030.810044809|-532.8850121641565,-7027.539577173792,849.3567451918263|0,0,0|0,0,0|0,0,0|-0.9999999708361843,-0.00024151087863201888,0|9.868944444444521
1213|-6941289.510476387,282853.48228443554,2413691.515996568|-527.4680242252202,-7027.7624584369605,847.4733001820263|0,0,0|0,0,0|0,0,0|-0.9999999707880791,-0.00024170998075397323,0|9.868805555555632
1214|-6941697.807871102,277385.36352493614,2414350.1704631667|-522.0563946910459,-7027.980841253875,845.5913152526455|0,0,0|0,0,0|0,0,0|-0.9999999707399343,-0.000241909082875918,0|9.868666666666742
1215|-6942097.126430635,271981.9404204949,2414999.573768581|-516.7094973324943,-7028.192412468021,843.7314464313979|0,0,0|0,0,0|0,0,0|-0.9999999706917498,-0.00024210818499785318,0|9.868527777777853
1216|-6942500.713824637,266463.17191342707,2415661.3436776977|-511.24918355788964,-7028.40416365531,841.8317209532262|0,0,0|0,0,0|0,0,0|-0.9999999706435257,-0.00024230728711977875,0|9.868388888888965
