time|position|velocity|acceleration|rotation|rotational velocity|sun|charge
3871|-4262715.428923924,-7319872.6073331935,2188185.1762821637|4973.566815769914,-2464.7217812201934,-1516.3654007735727|0,0,0|0,0,0|0,0,0|-0.9999997028383386,-0.000770923362345811,0|9.734068573572838
3872|-4259913.689589838,-7321260.158443939,2187330.8843738153|4974.995658267906,-2462.2671545275516,-1517.098968224541|0,0,0|0,0,0|0,0,0|-0.9999997026848263,-0.0007711224644143959,0|9.734207676524562
3873|-4257110.282635829,-7322646.75336223,2186475.916107599|4976.424205247775,-2459.810955123592,-1517.8325799339457|0,0,0|0,0,0|0,0,0|-0.9999997025312743,-0.0007713215664829502,0|9.734346779531547
3874|-4254305.206587376,-7324032.390915418,2185620.2708546533|4977.852456343956,-2457.3531811162056,-1518.566235951507|0,0,0|0,0,0|0,0,0|-0.9999997023776828,-0.000771520668551474,0|9.734485882593797
3875|-4251498.459968498,-7325417.069927678,2184763.9479853055|4979.280411189027,-2454.8938306105993,-1519.299936326545|0,0,0|0,0,0|0,0,0|-0.9999997022240514,-0.0007717197706199672,0|9.734624985711308
3876|-4248690.041301791,-7326800.789219998,2183906.9468690795|4980.70806941368,-2452.432901709307,-1520.0336811079687|0,0,0|0,0,0|0,0,0|-0.9999997020703805,-0.0007719188726884298,0|9.734764088884086
3877|-4245916.934877198,-7328165.359664467,2183060.5565480227|4982.116651507668,-2450.0028042170316,-1520.7578149339283|0,0,0|0,0,0|0,0,0|-0.9999997019166699,-0.0007721179747568618,0|9.734903192112126
3878|-4243105.189725965,-7329547.168633852,2182202.205988397|4983.5437192911895,-2447.538733651969,-1521.4916480873537|0,0,0|0,0,0|0,0,0|-0.9999997017629196,-0.0007723170768252632,0|9.735042295395429
3879|-4240291.768105485,-7330928.014342738,2181343.175293934|4984.970489340044,-2445.0730790077687,-1522.225525790825|0,0,0|0,0,0|0,0,0|-0.9999997016091298,-0.0007725161788936338,0|9.735181398733994
3880|-4237476.668532559,-7332307.895599365,2180483.463830923|4986.396961277424,-2442.605838376209,-1522.9594480916285|0,0,0|0,0,0|0,0,0|-0.9999997014553003,-0.000772715280961974,0|9.735320502127825
3881|-4234696.963314218,-7333668.673856793,2179634.3963502725|4987.804371224065,-2440.169504749778,-1523.6837572867792|0,0,0|0,0,0|0,0,0|-0.9999997013014311,-0.0007729143830302834,0|9.735459605576919
3882|-4231878.52550815,-7335046.635350132,2178773.3304241155|4989.23024973544,-2437.6991073390936,-1524.4177683341004|0,0,0|0,0,0|0,0,0|-0.9999997011475223,-0.0007731134850985622,0|9.735598709081275
3883|-4229058.405311013,-7336423.628812384,2177911.581831797|4990.655828998536,-2435.227118225443,-1525.1518241175124|0,0,0|0,0,0|0,0,0|-0.9999997009935739,-0.0007733125871668104,0|9.735737812640895
3884|-4226236.601233842,-7337799.653038917,2177049.149936365|4992.081108628954,-2432.7535354898077,-1525.8859246826496|0,0,0|0,0,0|0,0,0|-0.9999997008395859,-0.0007735116892350278,0|9.73587691625578
3885|-4223413.111786254,-7339174.70682185,2176186.0341000613|4993.506088240374,-2430.278357210473,-1526.6200700747245|0,0,0|0,0,0|0,0,0|-0.9999997006855582,-0.0007737107913032147,0|9.736016019925927
3886|-4220587.9354763925,-7340548.788950063,2175322.233684308|4994.930767444565,-2427.8015814629725,-1527.3542603385363|0,0,0|0,0,0|0,0,0|-0.9999997005314909,-0.000773909893371371,0|9.736155123651338
3887|-4217761.070810978,-7341921.898209171,2174457.748049716|4996.355145851362,-2425.3232063201394,-1528.088495518459|0,0,0|0,0,0|0,0,0|-0.999999700377384,-0.0007741089954394965,0|9.73629422743201
3888|-4214932.516295267,-7343294.033381539,2173592.576556077|4997.779223068681,-2422.8432298520565,-1528.8227756584517|0,0,0|0,0,0|0,0,0|-0.9999997002232374,-0.0007743080975075913,0|9.736433331267946
3889|-4212102.2704330785,-7344665.193246256,2172726.7185623692|4999.202998702495,-2420.3616501260794,-1529.5571008020474|0,0,0|0,0,0|0,0,0|-0.9999997000690511,-0.0007745071995756555,0|9.736572435159148
3890|-4209270.331726783,-7346035.376579141,2171860.1734267524|5000.62647235685,-2417.8784652068225,-1530.2914709923575|0,0,0|0,0,0|0,0,0|-0.9999996999148253,-0.000774706301643689,0|9.736711539105611
3891|-4206436.69867731,-7347404.582152734,2170992.940506571|5002.049643633834,-2415.393673156158,-1531.0258862720668|0,0,0|0,0,0|0,0,0|-0.9999996997605597,-0.0007749054037116917,0|9.736850643107338
3892|-4203601.369784119,-7348772.80873629,2170125.019158344|5003.4725121336105,-2412.907272033195,-1531.7603466834407|0,0,0|0,0,0|0,0,0|-0.9999996996062545,-0.0007751045057796637,0|9.736989747164328
3893|-4200764.343545249,-7350140.05509577,2169256.4087377796|5004.895077454367,-2410.419259894309,-1532.4948522683103|0,0,0|0,0,0|0,0,0|-0.9999996994519096,-0.000775303607847605,0|9.737128851276582
3894|-4197925.618457286,-7351506.319993833,2168387.1085997643|5006.317339192345,-2407.9296347931136,-1533.22940306808|0,0,0|0,0,0|0,0,0|-0.9999996992975251,-0.0007755027099155155,0|9.737267955444096
