time|position|velocity|acceleration|rotation|rotational velocity|sun|charge
912|-7424436.437025478,944702.8806763995,2521202.814492008|-2152.557287505254,-6044.735700904021,1326.1995795752316|0,0,0|0,0,0|0,0,0|-0.9999999834779243,-0.00018178024164897046,0|9.894861111111176
913|-7426816.425674634,938008.6697517205,2522670.153860546|-2145.9056027937195,-6045.57894351615,1323.9404939283058|0,0,0|0,0,0|0,0,0|-0.9999999834417116,-0.00018197934377344298,0|9.894722222222287
914|-7429236.688948204,931178.876995719,2524164.424646048|-2139.1229209003877,-6046.432340470704,1321.6363103952317|0,0,0|0,0,0|0,0,0|-0.9999999834054593,-0.0001821784458979083,0|9.894583333333397
915|-7431647.568859449,924353.0104005684,2525655.0266853976|-2132.3478872324113,-6047.278272430294,1319.334112514701|0,0,0|0,0,0|0,0,0|-0.9999999833691673,-0.00018237754802236637,0|9.89444444444451
916|-7434000.169461405,917670.2590403755,2527111.657767327|-2125.718526030274,-6048.099726252239,1317.080822547943|0,0,0|0,0,0|0,0,0|-0.9999999833328357,-0.00018257665014681724,0|9.89430555555562
917|-7436392.536554209,910852.1800406694,2528595.0176771055|-2118.9586044952566,-6048.930953398899,1314.7825523844517|0,0,0|0,0,0|0,0,0|-0.9999999832964644,-0.00018277575227126087,0|9.894166666666731
918|-7438775.583252408,904038.0426563695,2530074.7295223265|-2112.2063026486812,-6049.754788959304,1312.4862647561101|0,0,0|0,0,0|0,0,0|-0.9999999832600536,-0.00018297485439569726,0|9.894027777777842
919|-7441100.979596379,897366.7959698974,2531520.7126827|-2105.599181663364,-6050.554668256064,1310.2387613707774|0,0,0|0,0,0|0,0,0|-0.9999999832236031,-0.00018317395652012639,0|9.893888888888954
920|-7443465.6377500575,890560.4763156783,2532993.2232503584|-2098.861935395831,-6051.363943558957,1307.946395194385|0,0,0|0,0,0|0,0,0|-0.9999999831871129,-0.00018337305864454825,0|9.893750000000065
921|-7445773.061103244,883896.8974225791,2534432.16535307|-2092.269544303462,-6052.149606457271,1305.7027311524703|0,0,0|0,0,0|0,0,0|-0.999999983150583,-0.00018357216076896285,0|9.893611111111175
922|-7448119.412861995,877098.415016331,2535897.5016857223|-2085.5473159755834,-6052.9444167035035,1303.414282163364|0,0,0|0,0,0|0,0,0|-0.9999999831140135,-0.00018377126289337016,0|9.893472222222288
923|-7450408.943534941,870442.5228412377,2537329.429182663|-2078.9696178803906,-6053.715956135172,1301.1744532478867|0,0,0|0,0,0|0,0,0|-0.9999999830774043,-0.00018397036501777018,0|9.893333333333398
924|-7452737.070716617,863651.896803838,2538787.6182436347|-2072.262369803358,-6054.49639586079,1298.889917101404|0,0,0|0,0,0|0,0,0|-0.9999999830407555,-0.0001841694671421629,0|9.893194444444509
925|-7455032.406158109,856934.4780308593,2540227.382467828|-2065.631000851766,-6055.261758419657,1296.6306373404868|0,0,0|0,0,0|0,0,0|-0.9999999830040671,-0.00018436856926654834,0|9.89305555555562
926|-7457318.772786111,850220.9589435873,2541663.6261821003|-2059.0070222007216,-6056.020067189366,1294.3732912905261|0,0,0|0,0,0|0,0,0|-0.999999982967339,-0.00018456767139092648,0|9.892916666666732
927|-7459572.757731307,843580.4954342134,2543081.6035119887|-2052.458599226765,-6056.763635891493,1292.1411196675201|0,0,0|0,0,0|0,0,0|-0.9999999829305714,-0.0001847667735152973,0|9.892777777777843
928|-7461864.679887106,836805.6379285629,2544525.578601413|-2045.7811984006405,-6057.515615547414,1289.8643958591047|0,0,0|0,0,0|0,0,0|-0.999999982893764,-0.0001849658756396608,0|9.892638888888953
929|-7464101.011136172,830172.9156043015,2545936.6202138225|-2039.2473574643018,-6058.2453357018585,1287.6360462507123|0,0,0|0,0,0|0,0,0|-0.999999982856917,-0.00018516497776401695,0|9.892500000000064
930|-7466374.952181371,823405.9694869297,2547373.5284436843|-2032.5848235526064,-6058.983224501618,1285.3632217845052|0,0,0|0,0,0|0,0,0|-0.9999999828200304,-0.00018536407988836576,0|9.892361111111176
931|-7468593.708747633,816781.005747173,2548777.6604781267|-2026.0655275851566,-6059.699186470544,1283.1386896708734|0,0,0|0,0,0|0,0,0|-0.9999999827831042,-0.00018556318201270723,0|9.892222222222287
932|-7470826.773901423,810090.9378998296,2550192.955922675|-2019.4856186778375,-6060.415725280368,1280.8929023119017|0,0,0|0,0,0|0,0,0|-0.9999999827461383,-0.00018576228413704136,0|9.892083333333398
933|-7473051.00974992,803404.8004618445,2551604.777009712|-2012.9130346234833,-6061.125369850083,1278.6490406845023|0,0,0|0,0,0|0,0,0|-0.9999999827091328,-0.0001859613862613681,0|9.891944444444508
934|-7475243.641517146,796791.4662439087,2552998.628865097|-2006.4154119334964,-6061.820932587317,1276.4302065499198|0,0,0|0,0,0|0,0,0|-0.9999999826720877,-0.0001861604883856875,0|9.89180555555562
935|-7477473.07267427,790044.3336013162,2554418.0223540924|-1999.789803542473,-6062.5240662234155,1274.16708990355|0,0,0|0,0,0|0,0,0|-0.9999999826350029,-0.0001863595905099995,0|9.891666666666731
936|-7479648.325475629,783438.7997632332,2555805.0295021483|-1993.3066331848413,-6063.206093471177,1271.952061674173|0,0,0|0,0,0|0,0,0|-0.9999999825978785,-0.0001865586926343041,0|9.891527777777842
937|-7481815.007202767,776837.1318898743,2557188.6591493804|-1986.8306007446179,-6063.881455395185,1269.7389150202382|0,0,0|0,0,0|0,0,0|-0.9999999825607143,-0.0001867577947586013,0|9.891388888888953
938|-7483973.1368884435,770239.333883812,2558568.917619471|-1980.3616971121053,-6064.550173511885,1267.527648765967|0,0,0|0,0,0|0,0,0|-0.9999999825235105,-0.00018695689688289112,0|9.891250000000065
939|-7486167.426187836,763508.0774010951,2559974.4607742517|-1973.7653683187666,-6065.225992657694,1265.272252805177|0,0,0|0,0,0|0,0,0|-0.9999999824862671,-0.00018715599900717353,0|9.891111111111176
940|-7488308.331557206,756918.1114863071,2561347.925919595|-1967.3108429992142,-6065.8813501169525,1263.0647829028437|0,0,0|0,0,0|0,0,0|-0.999999982448984,-0.0001873551011314485,0|9.890972222222286
941|-7490440.74214312,750332.0269650696,2562718.0389320925|-1960.8634189484324,-6066.530128314615,1260.85918979872|0,0,0|0,0,0|0,0,0|-0.9999999824116613,-0.00018755420325571606,0|9.890833333333399
942|-7492564.676821667,743749.8275666919,2564084.806096668|-1954.4230870438923,-6067.172348468798,1258.655472284412|0,0,0|0,0,0|0,0,0|-0.999999982374299,-0.00018775330537997617,0|9.89069444444451
943|-7494680.154430037,737171.5169779542,2565448.2336885747|-1947.9898381602338,-6067.808031724064,1256.4536291436025|0,0,0|0,0,0|0,0,0|-0.999999982336897,-0.00018795240750422884,0|9.89055555555562
944|-7496831.000823951,730460.1732157946,2566836.627870499|-1941.4298596798387,-6068.450237669701,1254.2078463536095|0,0,0|0,0,0|0,0,0|-0.9999999822994554,-0.00018815150962847406,0|9.89041666666673
945|-7498929.4454407925,723889.7323433312,2568193.3258570097|-1935.0108965365307,-6069.072775181617,1252.009787264577|0,0,0|0,0,0|0,0,0|-0.9999999822619742,-0.00018835061175271183,0|9.890277777777843
946|-7501019.489655525,717323.1911613578,2569546.7031685435|-1928.598988831946,-6069.6888392245855,1249.8135988272886|0,0,0|0,0,0|0,0,0|-0.9999999822244533,-0.00018854971387694214,0|9.890138888888954
947|-7503101.152149245,710760.5531876702,2570896.7660413957|-1922.19412743059,-6070.298450649906,1247.6192797942379|0,0,0|0,0,0|0,0,0|-0.9999999821868928,-0.00018874881600116497,0|9.890000000000065
948|-7505174.451564272,704201.8218985959,2572243.520702135|-1915.7963031948073,-6070.901630236565,1245.4268289103459|0,0,0|0,0,0|0,0,0|-0.9999999821492926,-0.00018894791812538032,0|9.889861111111175
949|-7507239.406504219,697647.0007291602,2573586.9733676137|-1909.4055069848644,-6071.498398691488,1243.2362449130153|0,0,0|0,0,0|0,0,0|-0.9999999821116529,-0.00018914702024958816,0|9.889722222222288
950|-7509296.0355340075,691096.0930733117,2574927.1302449503|-1903.0217296591013,-6072.088776649779,1241.0475265322061|0,0,0|0,0,0|0,0,0|-0.9999999820739734,-0.0001893461223737885,0|9.889583333333398
951|-7511344.357179888,684549.102284133,2576263.9975315183|-1896.644962074062,-6072.672784674972,1238.860672490504|0,0,0|0,0,0|0,0,0|-0.9999999820362544,-0.00018954522449798135,0|9.889444444444509
952|-7513384.389929491,678006.0316740235,2577597.5814149454|-1890.275195084594,-6073.250443259274,1236.6756815031795|0,0,0|0,0,0|0,0,0|-0.9999999819984957,-0.0001897443266221667,0|9.88930555555562
953|-7515416.1522318525,671466.8845149253,2578927.8880731016|-1883.9124195439924,-6073.821772823807,1234.4925522782605|0,0,0|0,0,0|0,0,0|-0.9999999819606974,-0.0001899434287463445,0|9.889166666666732
954|-7517439.662497438,664931.6640385368,2580254.923674088|-1877.5566263041324,-6074.386793718855,1232.3112835166032|0,0,0|0,0,0|0,0,0|-0.9999999819228593,-0.0001901425308705148,0|9.889027777777843
955|-7519454.939098177,658400.3734364782,2581578.694376234|-1871.2078062155656,-6074.945526224099,1230.1318739119472|0,0,0|0,0,0|0,0,0|-0.9999999818849816,-0.00019034163299467757,0|9.888888888888953
956|-7521462.0003675,651873.0158605312,2582899.206328086|-1864.86595012766,-6075.497990548867,1227.9543221509891|0,0,0|0,0,0|0,0,0|-0.9999999818470643,-0.00019054073511883275,0|9.888750000000064
957|-7523460.864600376,645349.5944228098,2584216.4656684054|-1858.5310488887062,-6076.0442068323755,1225.7786269134406|0,0,0|0,0,0|0,0,0|-0.9999999818091073,-0.0001907398372429804,0|9.888611111111176
958|-7525451.550053338,638830.1121959887,2585530.478526156|-1852.20309334605,-6076.584195143958,1223.6047868720998|0,0,0|0,0,0|0,0,0|-0.9999999817711107,-0.00019093893936712047,0|9.888472222222287
959|-7527434.074944514,632314.5722134914,2586841.251020497|-1845.8820743462113,-6077.117975483322,1221.4328006929145|0,0,0|0,0,0|0,0,0|-0.9999999817330745,-0.000191138041491253,0|9.888333333333398
960|-7529408.457453665,625802.9774696797,2588148.78926078|-1839.567982734983,-6077.645567780766,1219.2626670350387|0,0,0|0,0,0|0,0,0|-0.9999999816949986,-0.00019133714361537795,0|9.888194444444508
961|-7531374.715722228,619295.3309200567,2589453.099346542|-1833.2608093575607,-6078.166991897448,1217.0943845509025|0,0,0|0,0,0|0,0,0|-0.9999999816568831,-0.0001915362457394953,0|9.88805555555562
962|-7533292.155575439,612927.0888170593,2590727.114190073|-1827.0917301562943,-6078.6715952931745,1214.973067041751|0,0,0|0,0,0|0,0,0|-0.9999999816187279,-0.0001917353478636051,0|9.887916666666731
963|-7535242.387951484,606427.2649640501,2592025.053163841|-1820.798222125265,-6079.180869836122,1212.8084443401715|0,0,0|0,0,0|0,0,0|-0.9999999815805332,-0.00019193444998770725,0|9.887777777777842
964|-7537184.549906431,599931.3978818229,2593319.7820963757|-1814.5116050519441,-6079.684034960375,1210.6456687584518|0,0,0|0,0,0|0,0,0|-0.9999999815422987,-0.0001921335521118018,0|9.887638888888954
965|-7539118.659429533,593439.4903732387,2594611.3070480917|-1808.2318697802873,-6080.181110254236,1208.4847389228833|0,0,0|0,0,0|0,0,0|-0.9999999815040247,-0.00019233265423588872,0|9.887500000000065
966|-7541044.734471886,586951.5452032518,2595899.6340695582|-1801.9590071541975,-6080.672115238017,1206.3256534533334|0,0,0|0,0,0|0,0,0|-0.999999981465711,-0.00019253175635996803,0|9.887361111111176
967|-7542922.915040778,580602.6075575275,2597158.0280684778|-1795.8234797227458,-6081.147027739406,1204.2133347268052|0,0,0|0,0,0|0,0,0|-0.9999999814273577,-0.00019273085848403972,0|9.887222222222286
968|-7544833.141279856,574122.5125203384,2598440.043652351|-1789.5641922147192,-6081.626075851609,1202.057895471407|0,0,0|0,0,0|0,0,0|-0.9999999813889647,-0.00019292996060810377,0|9.887083333333399
969|-7546735.386291701,567646.3878364302,2599718.8792732176|-1783.3117500756352,-6082.099111407334,1199.904296432962|0,0,0|0,0,0|0,0,0|-0.9999999813505321,-0.00019312906273216018,0|9.88694444444451
970|-7548590.284780887,561309.0320756715,2600967.996990445|-1777.196191275058,-6082.556484612191,1197.7973457987034|0,0,0|0,0,0|0,0,0|-0.9999999813120599,-0.00019332816485620891,0|9.88680555555562
971|-7550476.786052991,554840.773059845,2602240.556647259|-1770.9572702719165,-6083.017677010014,1195.647384708115|0,0,0|0,0,0|0,0,0|-0.9999999812735479,-0.00019352726698024998,0|9.88666666666673
972|-7552355.3590140315,548376.4920825693,2603509.9542207397|-1764.7251673646358,-6083.472914009783,1193.499259630592|0,0,0|0,0,0|0,0,0|-0.9999999812349963,-0.00019372636910428337,0|9.886527777777843
973|-7554187.129785425,542050.740626002,2604749.8478130777|-1758.6294976368906,-6083.912914655636,1191.3976648256019|0,0,0|0,0,0|0,0,0|-0.9999999811964051,-0.0001939254712283091,0|9.886388888888954
974|-7556050.063403598,535594.340205108,2606013.0047226185|-1752.4108618932316,-6084.356421039257,1189.2531693226877|0,0,0|0,0,0|0,0,0|-0.9999999811577742,-0.00019412457335232712,0|9.886250000000064
975|-7557905.121290547,529141.9251836266,2607273.0173408175|-1746.1990169786889,-6084.794028594153,1187.110505575686|0,0,0|0,0,0|0,0,0|-0.9999999811191037,-0.00019432367547633748,0|9.886111111111175
976|-7559713.917724941,522827.7995041767,2608503.738709281|-1740.1231567842383,-6085.2168217000735,1185.0142541815856|0,0,0|0,0,0|0,0,0|-0.9999999810803936,-0.00019452277760034014,0|9.885972222222287
977|-7561553.4400012465,516383.2792902582,2609757.54579|-1733.924725076278,-6085.642810020636,1182.8752115320476|0,0,0|0,0,0|0,0,0|-0.9999999810416438,-0.00019472187972433504,0|9.885833333333398
978|-7563347.058078697,510076.88844211097,2610982.2022901927|-1727.8619811014134,-6086.054261937208,1180.782503016726|0,0,0|0,0,0|0,0,0|-0.9999999810028544,-0.00019492098184832225,0|9.885694444444509
979|-7565171.113290941,503640.27215589373,2612229.8270730944|-1721.67692676553,-6086.468704382923,1178.6470757770196|0,0,0|0,0,0|0,0,0|-0.9999999809640253,-0.00019512008397230173,0|9.88555555555562
980|-7566949.6199870305,497341.62493466306,2613448.4414229374|-1715.6272639273127,-6086.868886694513,1176.5579045498498|0,0,0|0,0,0|0,0,0|-0.9999999809251566,-0.00019531918609627346,0|9.885416666666732
981|-7568758.27638998,490912.9214222133,2614689.907070909|-1709.4555511396204,-6087.271856121629,1174.42608698867|0,0,0|0,0,0|0,0,0|-0.9999999808862483,-0.00019551828822023747,0|9.885277777777842
982|-7570521.738394863,484622.02635652875,2615902.501913126|-1703.418934366257,-6087.660839921531,1172.340447416685|0,0,0|0,0,0|0,0,0|-0.9999999808473004,-0.00019571739034419372,0|9.885138888888953
983|-7572315.063952095,478201.2441926636,2617137.831512235|-1697.2605273150118,-6088.052408686498,1170.2122337599124|0,0,0|0,0,0|0,0,0|-0.9999999808083128,-0.00019591649246814222,0|9.885000000000066
984|-7574063.547671109,471918.1095469345,2618344.429414306|-1691.2369215473345,-6088.430264580291,1168.130120168638|0,0,0|0,0,0|0,0,0|-0.9999999807692855,-0.00019611559459208294,0|9.884861111111176
985|-7575841.6100556385,465505.25703800353,2619573.6459737583|-1685.0917844344144,-6088.810504543164,1166.0055046001814|0,0,0|0,0,0|0,0,0|-0.9999999807302187,-0.00019631469671601588,0|9.884722222222287
986|-7577575.181609928,459229.8908150869,2620774.269427889|-1679.0811546272876,-6089.1773026520395,1163.9269112744478|0,0,0|0,0,0|0,0,0|-0.9999999806911122,-0.00019651379883994105,0|9.884583333333397
987|-7579338.048204851,452824.9760017346,2621997.395879993|-1672.949251669654,-6089.546285179873,1161.8058879370767|0,0,0|0,0,0|0,0,0|-0.9999999806519659,-0.00019671290096385843,0|9.88444444444451
988|-7581056.773431991,446557.3859456808,2623192.0673030773|-1666.9515627934247,-6089.90209514394,1159.7308091218376|0,0,0|0,0,0|0,0,0|-0.9999999806127801,-0.000196912003087768,0|9.88430555555562
989|-7582768.177890595,440293.6458303656,2624383.802302616|-1660.9602633253717,-6090.2524944703855,1157.657466924441|0,0,0|0,0,0|0,0,0|-0.9999999805735545,-0.00019711110521166978,0|9.884166666666731
990|-7584508.455785779,433900.61020425055,2625597.8682368137|-1654.8480752663913,-6090.604782095722,1155.541802019116|0,0,0|0,0,0|0,0,0|-0.9999999805342894,-0.00019731020733556372,0|9.884027777777842
991|-7586205.1117997775,427644.65735430317,2626783.6845721947|-1648.8696644009594,-6090.944296481161,1153.4719656573018|0,0,0|0,0,0|0,0,0|-0.9999999804949846,-0.00019750930945944986,0|9.883888888888954
992|-7587894.495315355,421392.5597959305,2627966.580950209|-1642.8976170651013,-6091.27845102558,1151.403861600399|0,0,0|0,0,0|0,0,0|-0.9999999804556402,-0.00019770841158332815,0|9.883750000000065
993|-7589612.3334512245,415011.4198678979,2629171.6371738617|-1636.8050640550962,-6091.61420048496,1149.2935418194706|0,0,0|0,0,0|0,0,0|-0.9999999804162562,-0.00019790751370719862,0|9.883611111111176
994|-7591287.065774778,408767.1201098878,2630348.6480862154|-1630.8458530357684,-6091.937572235553,1147.2289348385334|0,0,0|0,0,0|0,0,0|-0.9999999803768325,-0.00019810661583106125,0|9.883472222222286
995|-7592954.573558904,402526.68071767385,2631522.755424058|-1624.8929796894001,-6092.255634421656,1145.166055808314|0,0,0|0,0,0|0,0,0|-0.9999999803373691,-0.00019830571795491602,0|9.883333333333399
996|-7594614.872609012,396290.1033105436,2632693.9645915283|-1618.9464354630134,-6092.568403570448,1143.1049032787569|0,0,0|0,0,0|0,0,0|-0.9999999802978662,-0.00019850482007876294,0|9.88319444444451
997|-7596303.073132814,389924.82053335337,2633887.1073896764|-1612.879892677163,-6092.882381340517,1141.0016769207932|0,0,0|0,0,0|0,0,0|-0.9999999802583236,-0.00019870392220260196,0|9.88305555555562
998|-7597948.849459276,383696.0540893716,2635052.475016922|-1606.9461152483202,-6093.1845020314195,1138.944009681305|0,0,0|0,0,0|0,0,0|-0.9999999802187414,-0.00019890302432643312,0|9.88291666666673
999|-7599587.464598317,377471.15434314124,2636214.960745726|-1601.018641115423,-6093.481379277562,1136.888064535307|0,0,0|0,0,0|0,0,0|-0.9999999801791195,-0.0001991021264502564,0|9.882777777777843
1000|-7601218.934219171,371250.122795542,2637374.569943506|-1595.0974617369172,-6093.773029381272,1134.833840015579|0,0,0|0,0,0|0,0,0|-0.999999980139458,-0.0001993012285740718,0|9.882638888888954
1001|-7602843.273957322,365032.9609183704,2638531.307968554|-1589.1825685742601,-6094.0594685894475,1132.7813346507378|0,0,0|0,0,0|0,0,0|-0.9999999800997569,-0.0001995003306978793,0|9.88244444444451
1002|-7604477.665752284,358753.5921318149,2639697.4400195493|-1583.2111291969097,-6094.3436771893785,1130.7087393034797|0,0,0|0,0,0|0,0,0|-0.9999999800600161,-0.00019969943282167887,0|9.882250000000067
1003|-7606104.807163463,352478.1787203206,2640860.6504598754|-1577.246092970642,-6094.622596628579,1128.6378968490521|0,0,0|0,0,0|0,0,0|-0.9999999800202357,-0.00019989853494547055,0|9.882055555555622
1004|-7607707.700191967,346272.7168353817,2642008.7463350785|-1571.3501403676678,-6094.893390414165,1126.5905765468162|0,0,0|0,0,0|0,0,0|-0.9999999799804156,-0.00020009763706925428,0|9.88186111111118
1005|-7609303.525872329,340071.13024899736,2643153.9924925338|-1565.4604396767375,-6095.159038081582,1124.5449694415236|0,0,0|0,0,0|0,0,0|-0.9999999799405558,-0.00020029673919303006,0|9.881666666666735
